Time,Johnson Hall Electricity (kWh)
Thu Nov 21 2019 04:45:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 04:30:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 04:15:00 GMT-0800 (Pacific Standard Time),41
Thu Nov 21 2019 04:00:00 GMT-0800 (Pacific Standard Time),43
Thu Nov 21 2019 03:45:00 GMT-0800 (Pacific Standard Time),41
Thu Nov 21 2019 03:30:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 03:15:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 03:00:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 02:45:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 02:30:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 02:15:00 GMT-0800 (Pacific Standard Time),41
Thu Nov 21 2019 02:00:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 01:45:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 01:30:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 01:15:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 01:00:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 00:45:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 00:30:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 00:15:00 GMT-0800 (Pacific Standard Time),42
Thu Nov 21 2019 00:00:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 23:45:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 23:30:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 23:15:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 23:00:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 22:45:00 GMT-0800 (Pacific Standard Time),42
Wed Nov 20 2019 22:30:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 22:15:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 22:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 21:45:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 21:30:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 21:15:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 21:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 20:45:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 20:30:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 20:15:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 20:00:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 19:45:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 19:30:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 19:15:00 GMT-0800 (Pacific Standard Time),47
Wed Nov 20 2019 19:00:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 18:45:00 GMT-0800 (Pacific Standard Time),49
Wed Nov 20 2019 18:30:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 18:15:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 18:00:00 GMT-0800 (Pacific Standard Time),49
Wed Nov 20 2019 17:45:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 17:30:00 GMT-0800 (Pacific Standard Time),49
Wed Nov 20 2019 17:15:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 17:00:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 16:45:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 16:30:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 16:15:00 GMT-0800 (Pacific Standard Time),52
Wed Nov 20 2019 16:00:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 15:45:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 15:30:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 15:15:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 15:00:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 14:45:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 14:30:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 14:15:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 14:00:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 13:45:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 13:30:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 13:15:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 13:00:00 GMT-0800 (Pacific Standard Time),52
Wed Nov 20 2019 12:45:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 12:30:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 12:15:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 12:00:00 GMT-0800 (Pacific Standard Time),53
Wed Nov 20 2019 11:45:00 GMT-0800 (Pacific Standard Time),52
Wed Nov 20 2019 11:30:00 GMT-0800 (Pacific Standard Time),52
Wed Nov 20 2019 11:15:00 GMT-0800 (Pacific Standard Time),50
Wed Nov 20 2019 11:00:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 10:45:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 10:30:00 GMT-0800 (Pacific Standard Time),52
Wed Nov 20 2019 10:15:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 10:00:00 GMT-0800 (Pacific Standard Time),50
Wed Nov 20 2019 09:45:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 09:30:00 GMT-0800 (Pacific Standard Time),51
Wed Nov 20 2019 09:15:00 GMT-0800 (Pacific Standard Time),50
Wed Nov 20 2019 09:00:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 08:45:00 GMT-0800 (Pacific Standard Time),48
Wed Nov 20 2019 08:30:00 GMT-0800 (Pacific Standard Time),47
Wed Nov 20 2019 08:15:00 GMT-0800 (Pacific Standard Time),47
Wed Nov 20 2019 08:00:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 07:45:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 07:30:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 07:15:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 07:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 06:45:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 06:30:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 06:15:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 06:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 05:45:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 05:30:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 05:15:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 05:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 04:45:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 04:30:00 GMT-0800 (Pacific Standard Time),42
Wed Nov 20 2019 04:15:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 04:00:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 03:45:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 03:30:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 03:15:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 03:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 02:45:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 02:30:00 GMT-0800 (Pacific Standard Time),43
Wed Nov 20 2019 02:15:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 02:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 01:45:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 01:30:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 01:15:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 01:00:00 GMT-0800 (Pacific Standard Time),44
Wed Nov 20 2019 00:45:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 00:30:00 GMT-0800 (Pacific Standard Time),46
Wed Nov 20 2019 00:15:00 GMT-0800 (Pacific Standard Time),45
Wed Nov 20 2019 00:00:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 23:45:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 23:30:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 23:15:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 23:00:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 22:45:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 22:30:00 GMT-0800 (Pacific Standard Time),47
Tue Nov 19 2019 22:15:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 22:00:00 GMT-0800 (Pacific Standard Time),47
Tue Nov 19 2019 21:45:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 21:30:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 21:15:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 21:00:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 20:45:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 20:30:00 GMT-0800 (Pacific Standard Time),48
Tue Nov 19 2019 20:15:00 GMT-0800 (Pacific Standard Time),50
Tue Nov 19 2019 20:00:00 GMT-0800 (Pacific Standard Time),48
Tue Nov 19 2019 19:45:00 GMT-0800 (Pacific Standard Time),48
Tue Nov 19 2019 19:30:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 19:15:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 19:00:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 18:45:00 GMT-0800 (Pacific Standard Time),50
Tue Nov 19 2019 18:30:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 18:15:00 GMT-0800 (Pacific Standard Time),50
Tue Nov 19 2019 18:00:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 17:45:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 17:30:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 17:15:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 17:00:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 16:45:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 16:30:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 16:15:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 16:00:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 15:45:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 15:30:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 15:15:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 15:00:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 14:45:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 14:30:00 GMT-0800 (Pacific Standard Time),55
Tue Nov 19 2019 14:15:00 GMT-0800 (Pacific Standard Time),54
Tue Nov 19 2019 14:00:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 13:45:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 13:30:00 GMT-0800 (Pacific Standard Time),54
Tue Nov 19 2019 13:15:00 GMT-0800 (Pacific Standard Time),54
Tue Nov 19 2019 13:00:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 12:45:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 12:30:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 12:15:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 12:00:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 11:45:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 11:30:00 GMT-0800 (Pacific Standard Time),53
Tue Nov 19 2019 11:15:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 11:00:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 10:45:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 10:30:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 10:15:00 GMT-0800 (Pacific Standard Time),52
Tue Nov 19 2019 10:00:00 GMT-0800 (Pacific Standard Time),51
Tue Nov 19 2019 09:45:00 GMT-0800 (Pacific Standard Time),50
Tue Nov 19 2019 09:30:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 09:15:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 09:00:00 GMT-0800 (Pacific Standard Time),49
Tue Nov 19 2019 08:45:00 GMT-0800 (Pacific Standard Time),48
Tue Nov 19 2019 08:30:00 GMT-0800 (Pacific Standard Time),48
Tue Nov 19 2019 08:15:00 GMT-0800 (Pacific Standard Time),47
Tue Nov 19 2019 08:00:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 07:45:00 GMT-0800 (Pacific Standard Time),46
Tue Nov 19 2019 07:30:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 07:15:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 07:00:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 06:45:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 06:30:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 06:15:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 06:00:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 05:45:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 05:30:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 05:15:00 GMT-0800 (Pacific Standard Time),45
Tue Nov 19 2019 05:00:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 04:45:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 04:30:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 04:15:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 04:00:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 03:45:00 GMT-0800 (Pacific Standard Time),42
Tue Nov 19 2019 03:30:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 03:15:00 GMT-0800 (Pacific Standard Time),42
Tue Nov 19 2019 03:00:00 GMT-0800 (Pacific Standard Time),42
Tue Nov 19 2019 02:45:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 02:30:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 02:15:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 02:00:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 01:45:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 01:30:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 01:15:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 01:00:00 GMT-0800 (Pacific Standard Time),43
Tue Nov 19 2019 00:45:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 00:30:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 00:15:00 GMT-0800 (Pacific Standard Time),44
Tue Nov 19 2019 00:00:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 23:45:00 GMT-0800 (Pacific Standard Time),46
Mon Nov 18 2019 23:30:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 23:15:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 23:00:00 GMT-0800 (Pacific Standard Time),46
Mon Nov 18 2019 22:45:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 22:30:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 22:15:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 22:00:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 21:45:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 21:30:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 21:15:00 GMT-0800 (Pacific Standard Time),46
Mon Nov 18 2019 21:00:00 GMT-0800 (Pacific Standard Time),45
Mon Nov 18 2019 20:45:00 GMT-0800 (Pacific Standard Time),47
Mon Nov 18 2019 20:30:00 GMT-0800 (Pacific Standard Time),48
Mon Nov 18 2019 20:15:00 GMT-0800 (Pacific Standard Time),47
Mon Nov 18 2019 20:00:00 GMT-0800 (Pacific Standard Time),47
Mon Nov 18 2019 19:45:00 GMT-0800 (Pacific Standard Time),47
Mon Nov 18 2019 19:30:00 GMT-0800 (Pacific Standard Time),48
Mon Nov 18 2019 19:15:00 GMT-0800 (Pacific Standard Time),48
Mon Nov 18 2019 19:00:00 GMT-0800 (Pacific Standard Time),48
Mon Nov 18 2019 18:45:00 GMT-0800 (Pacific Standard Time),49
Mon Nov 18 2019 18:30:00 GMT-0800 (Pacific Standard Time),50
Mon Nov 18 2019 18:15:00 GMT-0800 (Pacific Standard Time),50
Mon Nov 18 2019 18:00:00 GMT-0800 (Pacific Standard Time),50
Mon Nov 18 2019 17:45:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 17:30:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 17:15:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 17:00:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 16:45:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 16:30:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 16:15:00 GMT-0800 (Pacific Standard Time),54
Mon Nov 18 2019 16:00:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 15:45:00 GMT-0800 (Pacific Standard Time),54
Mon Nov 18 2019 15:30:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 15:15:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 15:00:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 14:45:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 14:30:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 14:15:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 14:00:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 13:45:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 13:30:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 13:15:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 13:00:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 12:45:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 12:30:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 12:15:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 12:00:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 11:45:00 GMT-0800 (Pacific Standard Time),54
Mon Nov 18 2019 11:30:00 GMT-0800 (Pacific Standard Time),54
Mon Nov 18 2019 11:15:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 11:00:00 GMT-0800 (Pacific Standard Time),53
Mon Nov 18 2019 10:45:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 10:30:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 10:15:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 10:00:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 09:45:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 09:30:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 09:15:00 GMT-0800 (Pacific Standard Time),54
Mon Nov 18 2019 09:00:00 GMT-0800 (Pacific Standard Time),52
Mon Nov 18 2019 08:45:00 GMT-0800 (Pacific Standard Time),50
Mon Nov 18 2019 08:30:00 GMT-0800 (Pacific Standard Time),51
Mon Nov 18 2019 08:15:00 GMT-0800 (Pacific Standard Time),50
Mon Nov 18 2019 08:00:00 GMT-0800 (Pacific Standard Time),49
Mon Nov 18 2019 07:45:00 GMT-0800 (Pacific Standard Time),48
Mon Nov 18 2019 07:30:00 GMT-0800 (Pacific Standard Time),46
Mon Nov 18 2019 07:15:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 07:00:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 06:45:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 06:30:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 06:15:00 GMT-0800 (Pacific Standard Time),41
Mon Nov 18 2019 06:00:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 05:45:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 05:30:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 05:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 05:00:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 04:45:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 04:30:00 GMT-0800 (Pacific Standard Time),41
Mon Nov 18 2019 04:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 04:00:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 03:45:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 03:30:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 03:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 03:00:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 02:45:00 GMT-0800 (Pacific Standard Time),42
Mon Nov 18 2019 02:30:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 02:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 02:00:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 01:45:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 01:30:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 01:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 01:00:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 00:45:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 00:30:00 GMT-0800 (Pacific Standard Time),44
Mon Nov 18 2019 00:15:00 GMT-0800 (Pacific Standard Time),43
Mon Nov 18 2019 00:00:00 GMT-0800 (Pacific Standard Time),44
Sun Nov 17 2019 23:45:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 23:30:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 23:15:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 23:00:00 GMT-0800 (Pacific Standard Time),42
Sun Nov 17 2019 22:45:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 22:30:00 GMT-0800 (Pacific Standard Time),44
Sun Nov 17 2019 22:15:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 22:00:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 21:45:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 21:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 21:15:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 21:00:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 20:45:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 20:30:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 20:15:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 20:00:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 19:45:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 19:30:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 19:15:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 19:00:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 18:45:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 18:30:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 18:15:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 18:00:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 17:45:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 17:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 17:15:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 17:00:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 16:45:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 16:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 16:15:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 16:00:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 15:45:00 GMT-0800 (Pacific Standard Time),47
Sun Nov 17 2019 15:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 15:15:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 15:00:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 14:45:00 GMT-0800 (Pacific Standard Time),48
Sun Nov 17 2019 14:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 14:15:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 14:00:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 13:45:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 13:30:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 13:15:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 13:00:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 12:45:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 12:30:00 GMT-0800 (Pacific Standard Time),46
Sun Nov 17 2019 12:15:00 GMT-0800 (Pacific Standard Time),44
Sun Nov 17 2019 12:00:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 11:45:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 11:30:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 11:15:00 GMT-0800 (Pacific Standard Time),45
Sun Nov 17 2019 11:00:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 10:45:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 10:30:00 GMT-0800 (Pacific Standard Time),42
Sun Nov 17 2019 10:15:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 10:00:00 GMT-0800 (Pacific Standard Time),43
Sun Nov 17 2019 09:45:00 GMT-0800 (Pacific Standard Time),42
Sun Nov 17 2019 09:30:00 GMT-0800 (Pacific Standard Time),41
Sun Nov 17 2019 09:15:00 GMT-0800 (Pacific Standard Time),42
