Time,Gill Electricity (kWh)
Tue Jun 18 2019 15:30:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 15:15:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 15:00:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 14:45:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 14:30:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 14:15:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 14:00:00 GMT-0700 (Pacific Daylight Time),29
Tue Jun 18 2019 13:45:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 13:30:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 13:15:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 13:00:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 12:45:00 GMT-0700 (Pacific Daylight Time),32
Tue Jun 18 2019 12:30:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 12:15:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 12:00:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 11:45:00 GMT-0700 (Pacific Daylight Time),32
Tue Jun 18 2019 11:30:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 11:15:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 11:00:00 GMT-0700 (Pacific Daylight Time),32
Tue Jun 18 2019 10:45:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 10:30:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 10:15:00 GMT-0700 (Pacific Daylight Time),31
Tue Jun 18 2019 10:00:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 09:45:00 GMT-0700 (Pacific Daylight Time),33
Tue Jun 18 2019 09:30:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 09:15:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 09:00:00 GMT-0700 (Pacific Daylight Time),30
Tue Jun 18 2019 08:45:00 GMT-0700 (Pacific Daylight Time),29
Tue Jun 18 2019 08:30:00 GMT-0700 (Pacific Daylight Time),29
Tue Jun 18 2019 08:15:00 GMT-0700 (Pacific Daylight Time),29
Tue Jun 18 2019 08:00:00 GMT-0700 (Pacific Daylight Time),26
Tue Jun 18 2019 07:45:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 07:30:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 07:15:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 07:00:00 GMT-0700 (Pacific Daylight Time),26
Tue Jun 18 2019 06:45:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 06:30:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 06:15:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 06:00:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 05:45:00 GMT-0700 (Pacific Daylight Time),26
Tue Jun 18 2019 05:30:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 05:15:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 05:00:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 04:45:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 04:30:00 GMT-0700 (Pacific Daylight Time),27
Tue Jun 18 2019 04:15:00 GMT-0700 (Pacific Daylight Time),24
Tue Jun 18 2019 04:00:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 03:45:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 03:30:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 03:15:00 GMT-0700 (Pacific Daylight Time),25
Tue Jun 18 2019 03:00:00 GMT-0700 (Pacific Daylight Time),19
Tue Jun 18 2019 02:45:00 GMT-0700 (Pacific Daylight Time),20
Tue Jun 18 2019 02:30:00 GMT-0700 (Pacific Daylight Time),21
Tue Jun 18 2019 02:15:00 GMT-0700 (Pacific Daylight Time),21
Tue Jun 18 2019 02:00:00 GMT-0700 (Pacific Daylight Time),19
Tue Jun 18 2019 01:45:00 GMT-0700 (Pacific Daylight Time),21
Tue Jun 18 2019 01:30:00 GMT-0700 (Pacific Daylight Time),20
Tue Jun 18 2019 01:15:00 GMT-0700 (Pacific Daylight Time),20
Tue Jun 18 2019 01:00:00 GMT-0700 (Pacific Daylight Time),20
Tue Jun 18 2019 00:45:00 GMT-0700 (Pacific Daylight Time),20
Tue Jun 18 2019 00:30:00 GMT-0700 (Pacific Daylight Time),21
Tue Jun 18 2019 00:15:00 GMT-0700 (Pacific Daylight Time),19
Tue Jun 18 2019 00:00:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 23:45:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 23:30:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 23:15:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 23:00:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 22:45:00 GMT-0700 (Pacific Daylight Time),20
Mon Jun 17 2019 22:30:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 22:15:00 GMT-0700 (Pacific Daylight Time),22
Mon Jun 17 2019 22:00:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 21:45:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 21:30:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 21:15:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 21:00:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 20:45:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 20:30:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 20:15:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 20:00:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 19:45:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 19:30:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 19:15:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 19:00:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 18:45:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 18:30:00 GMT-0700 (Pacific Daylight Time),27
Mon Jun 17 2019 18:15:00 GMT-0700 (Pacific Daylight Time),27
Mon Jun 17 2019 18:00:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 17:45:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 17:30:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 17:15:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 17:00:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 16:45:00 GMT-0700 (Pacific Daylight Time),29
Mon Jun 17 2019 16:30:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 16:15:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 16:00:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 15:45:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 15:30:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 15:15:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 15:00:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 14:45:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 14:30:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 14:15:00 GMT-0700 (Pacific Daylight Time),32
Mon Jun 17 2019 14:00:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 13:45:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 13:30:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 13:15:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 13:00:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 12:45:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 12:30:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 12:15:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 12:00:00 GMT-0700 (Pacific Daylight Time),32
Mon Jun 17 2019 11:45:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 11:30:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 11:15:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 11:00:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 10:45:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 10:30:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 10:15:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 10:00:00 GMT-0700 (Pacific Daylight Time),34
Mon Jun 17 2019 09:45:00 GMT-0700 (Pacific Daylight Time),33
Mon Jun 17 2019 09:30:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 09:15:00 GMT-0700 (Pacific Daylight Time),31
Mon Jun 17 2019 09:00:00 GMT-0700 (Pacific Daylight Time),30
Mon Jun 17 2019 08:45:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 08:30:00 GMT-0700 (Pacific Daylight Time),28
Mon Jun 17 2019 08:15:00 GMT-0700 (Pacific Daylight Time),29
Mon Jun 17 2019 08:00:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 07:45:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 07:30:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 07:15:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 07:00:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 06:45:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 06:30:00 GMT-0700 (Pacific Daylight Time),23
Mon Jun 17 2019 06:15:00 GMT-0700 (Pacific Daylight Time),23
Mon Jun 17 2019 06:00:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 05:45:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 05:30:00 GMT-0700 (Pacific Daylight Time),23
Mon Jun 17 2019 05:15:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 05:00:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 04:45:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 04:30:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 04:15:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 04:00:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 03:45:00 GMT-0700 (Pacific Daylight Time),24
Mon Jun 17 2019 03:30:00 GMT-0700 (Pacific Daylight Time),26
Mon Jun 17 2019 03:15:00 GMT-0700 (Pacific Daylight Time),25
Mon Jun 17 2019 03:00:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 02:45:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 02:30:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 02:15:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 02:00:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 01:45:00 GMT-0700 (Pacific Daylight Time),20
Mon Jun 17 2019 01:30:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 01:15:00 GMT-0700 (Pacific Daylight Time),22
Mon Jun 17 2019 01:00:00 GMT-0700 (Pacific Daylight Time),19
Mon Jun 17 2019 00:45:00 GMT-0700 (Pacific Daylight Time),21
Mon Jun 17 2019 00:30:00 GMT-0700 (Pacific Daylight Time),20
Mon Jun 17 2019 00:15:00 GMT-0700 (Pacific Daylight Time),22
Mon Jun 17 2019 00:00:00 GMT-0700 (Pacific Daylight Time),20
Sun Jun 16 2019 23:45:00 GMT-0700 (Pacific Daylight Time),20
Sun Jun 16 2019 23:30:00 GMT-0700 (Pacific Daylight Time),22
Sun Jun 16 2019 23:15:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 23:00:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 22:45:00 GMT-0700 (Pacific Daylight Time),20
Sun Jun 16 2019 22:30:00 GMT-0700 (Pacific Daylight Time),22
Sun Jun 16 2019 22:15:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 22:00:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 21:45:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 21:30:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 21:15:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 21:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 20:45:00 GMT-0700 (Pacific Daylight Time),24
Sun Jun 16 2019 20:30:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 20:15:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 20:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 19:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 19:30:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 19:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 19:00:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 18:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 18:30:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 18:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 18:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 17:45:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 17:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 17:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 17:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 16:45:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 16:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 16:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 16:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 15:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 15:30:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 15:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 15:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 14:45:00 GMT-0700 (Pacific Daylight Time),29
Sun Jun 16 2019 14:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 14:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 14:00:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 13:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 13:30:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 13:15:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 13:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 12:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 12:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 12:15:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 12:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 11:45:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 11:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 11:15:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 11:00:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 10:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 10:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 10:15:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 10:00:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 09:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 09:30:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 09:15:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 09:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 08:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 08:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 08:15:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 08:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 07:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 07:30:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 07:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 07:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 06:45:00 GMT-0700 (Pacific Daylight Time),25
Sun Jun 16 2019 06:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 06:15:00 GMT-0700 (Pacific Daylight Time),28
Sun Jun 16 2019 06:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 05:45:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 05:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 05:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 05:00:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 04:45:00 GMT-0700 (Pacific Daylight Time),27
Sun Jun 16 2019 04:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 04:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 04:00:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 03:45:00 GMT-0700 (Pacific Daylight Time),29
Sun Jun 16 2019 03:30:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 03:15:00 GMT-0700 (Pacific Daylight Time),26
Sun Jun 16 2019 03:00:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 02:45:00 GMT-0700 (Pacific Daylight Time),23
Sun Jun 16 2019 02:30:00 GMT-0700 (Pacific Daylight Time),23
Sun Jun 16 2019 02:15:00 GMT-0700 (Pacific Daylight Time),22
Sun Jun 16 2019 02:00:00 GMT-0700 (Pacific Daylight Time),22
Sun Jun 16 2019 01:45:00 GMT-0700 (Pacific Daylight Time),24
Sun Jun 16 2019 01:30:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 01:15:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 01:00:00 GMT-0700 (Pacific Daylight Time),23
Sun Jun 16 2019 00:45:00 GMT-0700 (Pacific Daylight Time),23
Sun Jun 16 2019 00:30:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 00:15:00 GMT-0700 (Pacific Daylight Time),21
Sun Jun 16 2019 00:00:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 15 2019 23:45:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 23:30:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 23:15:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 23:00:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 22:45:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 15 2019 22:30:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 22:15:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 22:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 21:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 21:30:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 21:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 21:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 20:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 20:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 20:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 20:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 19:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 19:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 19:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 19:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 18:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 18:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 18:15:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 18:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 17:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 17:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 17:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 17:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 16:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 16:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 16:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 16:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 15:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 15:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 15:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 15:00:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 14:45:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 14:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 14:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 14:00:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 13:45:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 13:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 13:15:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 13:00:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 12:45:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 12:30:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 12:15:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 12:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 11:45:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 11:30:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 11:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 11:00:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 10:45:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 10:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 10:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 10:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 09:45:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 09:30:00 GMT-0700 (Pacific Daylight Time),31
Sat Jun 15 2019 09:15:00 GMT-0700 (Pacific Daylight Time),30
Sat Jun 15 2019 09:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 08:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 08:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 08:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 08:00:00 GMT-0700 (Pacific Daylight Time),29
Sat Jun 15 2019 07:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 07:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 07:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 07:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 06:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 06:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 06:15:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 06:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 05:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 05:30:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 05:15:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 05:00:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 04:45:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 04:30:00 GMT-0700 (Pacific Daylight Time),27
Sat Jun 15 2019 04:15:00 GMT-0700 (Pacific Daylight Time),28
Sat Jun 15 2019 04:00:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 03:45:00 GMT-0700 (Pacific Daylight Time),26
Sat Jun 15 2019 03:30:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 03:15:00 GMT-0700 (Pacific Daylight Time),25
Sat Jun 15 2019 03:00:00 GMT-0700 (Pacific Daylight Time),24
Sat Jun 15 2019 02:45:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 02:30:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 02:15:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 02:00:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 15 2019 01:45:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 01:30:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 01:15:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 15 2019 01:00:00 GMT-0700 (Pacific Daylight Time),21
Sat Jun 15 2019 00:45:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 00:30:00 GMT-0700 (Pacific Daylight Time),22
Sat Jun 15 2019 00:15:00 GMT-0700 (Pacific Daylight Time),23
Sat Jun 15 2019 00:00:00 GMT-0700 (Pacific Daylight Time),21
Fri Jun 14 2019 23:45:00 GMT-0700 (Pacific Daylight Time),21
Fri Jun 14 2019 23:30:00 GMT-0700 (Pacific Daylight Time),21
Fri Jun 14 2019 23:15:00 GMT-0700 (Pacific Daylight Time),22
Fri Jun 14 2019 23:00:00 GMT-0700 (Pacific Daylight Time),22
Fri Jun 14 2019 22:45:00 GMT-0700 (Pacific Daylight Time),21
Fri Jun 14 2019 22:30:00 GMT-0700 (Pacific Daylight Time),21
Fri Jun 14 2019 22:15:00 GMT-0700 (Pacific Daylight Time),23
